input;end_label
"die partnerin kennt mich und ich hatte sie schon malberaten und die war so begeistert von meiner beratung und meinte es ist unglaublich wir wollen  wenn es wenn du damit einverstanden bist dass mein mann dich  zu einer forschungs zu einem forschungsprojekt hineinnimmt
";non_advance
dann haben die das hier mitbekommen esprit das geschäftes wie ich berate wie ich vorgehe alles mitbekommen.;non_advance
so irgendwann geht mir schon lust aus ne also irgendwann kannich (einfach) nicht mehr es ist so viel gerüche;non_advance
er isst mandarinen mein hund isst mandarin er liebt orangen wenn wenn ich orangen schneide kommt er hin und sabbert und er erisst orangen;non_advance
das ist diese gummiartige in zucker in ah zu puderzucker gewälzte rosen.;non_advance
das neueste hast du gesagt der neue duft ist das.;non_advance
"ich wurde sehr streng erzogen also streng  überzogen diszipliniert erzogen
";non_advance
das sind so dinge die bei uns ausmachen also uns  als nader roshdi ausmachen    ;non_advance
kenn kenn er erkennst du das auch wenn hier ein wenn hier einer an der straße vorbeiläuft was für ein duft das ist?;non_advance
der hier  ist die schwester davon ist mit rhabarber einer der wenigen düfte weltweit mit rhabarber heißt auch eau de rhabap deswegen eau de rhabarbe;non_advance
der kreiert sie selber alles molekulartechnisch der der   erfriert sie mit stickstoff kommt hierher der erfriert sie mit stickstoff;non_advance
 es sind mehrere parfümeure so ein verbund von mehreren parfümeuren setzen sich zusammen und kreieren fiktiv für den casanova ein parfüm;non_advance
das ist das nennt sich en jardin sur la lagune  ein garten auf der lagune;non_advance
"das ist so ein richtiger sommerduft die die kreateurin ist auch von ellena ausgebildet und ist dann bei hermes gewesen  heißt naschel also nagel
";non_advance
"immer wenn frauen 
wirklich immer wenn unsere gäste mit tasche da stehen denkt er er bekommt eine weil viele bringen ihm leckerli";non_advance
aber wie machst du das hast du also deine nase irgendwie trainiert oder gibt es da ein training für?;non_advance
"der nennt sich not just a blue this ist not just a blue bottle heißt der duft
";non_advance
das ist eine kopfnote was du kräftige düfte geben kannst um die zu zersprengen um die zu lockern um die zu erweitern um die zu kristallisieren ne so kristallig zu machen.;non_advance
ah die silke auch also nicht die silke meine silke die bei mir arbeitet.;non_advance
ich bin ja maitre de parfum also ich habe das gelernt ich habe bei hermes gelernt.;non_advance
und dann gibt es düfte wie die tatsächlich sehr rar sind und sehr wie soll ich sagen nicht überall zu finden sind sehr besonders sind sehr außergewöhnlich sind wie zum beispiel molekulardüfte (düfte die nach klänge gehen;non_advance
er hat sie jahrelang ausgebildet jetzt ist er in ruhestand er arbeitet nicht mehr ;non_advance
romeo habt ihr irgendwo sur le nil habt ihr irgendwo sur le nil;non_advance
aber vielleicht hat die (ding) das nicht richtig zurückgelegt wieder die also die angelika;non_advance
das nennt sich eau de citron noir  das ist mit schwarzer zitrone;non_advance
wie empfindest du die düfte erklär mir mal wie beschreibst du selber diese düfte  wie würdest du die beschreiben;non_advance
ich f würd fast sagen es ist so für mich eher  die richtung männerduft geht al]so nicht so für frauen;non_advance
und dann kreiert er düfte für diesen staatgast  staatsgäste;non_advance
schon in der  in der richtung dieses fruchtnotige fruch]tnote  ist dabei übrigens;non_advance
das sind die erkennst du am label hinten am rücken;non_advance
dann haben wir noch keine kunst production also die sind von keine kunst;non_advance
das müsste dann wahrscheinlich ein tai  tailliertes  ix el oder so was sein nee das haben wir nicht die größe haben wir grade nicht da.;non_advance
ich  kassiere immer weil wir kein kassenband haben ich kassiere immer so dass ich dir die sachen ausd em körbchen rausgebe.;non_advance
und ist winterhart schmeißt nur im winter die blätter ab, ne also ist im winter kahl;non_advance
 der steht in einem innenhof der sehr geschützt ist windgeschützt und so.;non_advance
der günstigste schnittzeitpunkt wär im frühling frühjahr vor dem frühjahrsaustrieb abernach dem winter (.)da]s heißt meistens so mitte ende märz  mitte ende märz;non_advance
die wächst wo natürlich die sonne kommt da wächst er natürlich hin;non_advance
eine moorbeetflanze das heißt sie brauch sauren boden aber das ist kein problem dafür.;non_advance
oder man nimmt direkt füllfertisch also anwendungsfertisch so heißt das rhodohum.;non_advance
überreischen knospenentwicklung auch rischtisch schick s ne flanze der erikengewächse er]ikengewächseerika heidekraut ja;non_advance
rechts daneben steht der kirschlorbeer besser gesacht die lorbeerkirsche.;non_advance
also welche würden sie jetzt nehmen sagen wir mal jetzt nicht von der von der  ers mal von der pflegeleichtigkeit also von der pflege im im topf.;non_advance
am robustesten wäre jetzt oben die rote glanzmispel der kirschlorbeer hundert  hundertzehn prozent robust;non_advance
es gibt eine anzuchterde die die zeichnet sich  also die ist eigentlich zum aussäen und nachher zum ver zum pikiern zum weiter vereinzeln.;non_advance
nur eisenswal  eisensulfat  das das moos abtötet das wird dann braun und trocken un dann können sie noch leichter raus;non_advance
wenn sie überlegen dass sie nachsäen wollen weil riesenlücken sind also wenn das irgendwo so kleine flecken sind die frei sind da wächst der rasen von der seite wieder rein;non_advance
"nehm_se das parexan bitte

auch gegen die hododendronzikaden un sprühen das jetzt ab mai juni

 überwiegend frühmorgens unter die sträucher  also die auf die blätter von der unterseite her
";non_advance
"ja also dann empfiehlt sich das schon mit ner gartenspritze es gibt sons die möglichkeit mit einem gartenspray also direkt anwendungsfertiges spray
";non_advance
wie hat die packung von der farbe her ausgesehen, von der farbe her?;non_advance
wurde die Hausmaschine von uns schon drei Wochen, morgen drei Wochen an Ihr Werk zurückgeschickt;non_advance
Ich wollte mich mal. wieder ma erkundigen, wann ich denn mein update bekomme, was ich am fünften, am zwoten fünften reklamiert habe.;non_advance
Und für wen war die Reklamation. Was war denn Ihr Name und Adresse bitte?;non_advance
Jaa, R(ieger) wie R(iege) nur eben R(iegerr)-straße eins?;non_advance
so, mir wurde gesagt, dass diese Dinge bei uns über C-Firma auch in der Reklamation laufen, d.h. über Demefeld.;non_advance
, wenn Sie wollen, installieren wir auch entsprechend das Windows . komplett im Netz, das heißt also auch die entsprechenden Applikationen, die hier. unter Windows laufen, entsprechend im Netz.;non_advance
Vom Betrag her rechnen wir in der Regel fünfhundert Mark für den Server, für die Einrichtung.;non_advance
Das kann sein . , dass sich das hinterher in die andere Richtung also dass es günstiger wird;non_advance
Gut, ich denk nicht, dass das nötig ist, aber wenn's/ wenn's gar nicht mehr/ wenn's gar nicht mehr klar/ wenn wer gar nicht mehr klar kommen, dann komm/ können wir darauf zurüchkommen.;non_advance
Nur es ist also aus unsrer Sicht eine ganz problematische Angelegenheit, weil wir keinen variablen Topf haben, wir müssen also einen festen Topf, den/ der muss reichen der darf um keine Mark überschritten sein.;non_advance
Es ist andererseits  sehr ärgerlich, wenn wir da was für freihalten und nicht η/ ausschöpfen, da verfällt das Geld nämlich, für den Zweck,. dann kommt man da nicht mehr dran.;non_advance
" Das sind
 nur Sprachuntersuchungen, die da
 gemacht werden ne Sprachuntersuchungen.
";non_advance
Was behandelt belastet Sie am meisten jetzt?;non_advance
Nachwirkungen sind eben dass ich immer so Pelzgesch ah pelzigen Geschmack habe.;non_advance
Aber wir wissen das nicht vorher, nicht? Das wissen wir nicht.;non_advance
" Aber das  kam von der Aor, ein Blutgefäß war das.
 
";non_advance
"Das kann ich jetzt im Moment nicht sagen weil ich die heutigen Labor die Tumormarker natürlich noch nicht habe von heute.

";non_advance
"Das ist das ist eine Hypothese.
Das heißt, daß mehrere Möglichkeiten.
 Das ist also nicht mal eine Möglichkeit, die man kennt / die man fassen kann, sondern das ist eine Hypothese, daß es  eventuell  damit zusammenhängen könnte, • daß Vitaminmangelzustände sowas auch auslösen können.";non_advance
Das heißt also, für Verwandtschaft ersten Grades ist ganz klar, kann man das nachweisen, hat man genügend Familien,  sind die Zahlen groß genug, daß man  sagen kann, es ist  ne greifbare Erhöhung das Risikos.;non_advance
Das heißt, das zentrale Nervensystem wird während der Entwicklung das Kindes  zuerst offen  auf der Oberfläche das Embryos angelegt. ;non_advance
Das heißt, als  zu einem sehr, sehr frühen Zeitpunkt  einem Zeitpunkt, wo sehr viele Frauen überhaupt noch nicht wissen, daß sie schwanger sind.;non_advance
Wenn man jetzt von äußeren Faktoren spricht also von Vitaminen oder so was, ja das  rührt also daher, daß man ähm  Beobachtungen hat, daß bei Vitaminmangelzuständen  es häufiger zu • solchen Fehlbildungen kommen kann, já.;non_advance
Tritt in der direkten Verwandtschaft eines Betroffenen eine Spaltbildung häufiger auf, als in anderen Familien, wo so was nicht der Fall ist, dann ergeben sich sogenannte  empirische Wiederholungserisiken. Das heißt, es ist en erhöhtes Risiko da  für die direkte Verwandtschaft eines Betroffenen.;non_advance
dann müssen die eltern nach österreichischem gesetz unterhalt leisten das heißtsie wohnen zuhause oder auch  ihr bruder in graz aberäh die eltern müssten für sie bezahlen ;non_advance
dA sollten sie schon mal nach hypothekendarlehen umschauen und bestehende sachen wie zum beispiel  bausparen bausparverträge mit einbeziehen.;non_advance
Genau. und wie lange? wie lange war das?;non_advance
ihr vater heißt mit vornamen? prasolov. ja ne mit vornamen?;non_advance
das ist in der regel nicht das günstigste weil sie hier noch relativ  lange, also sieben oder zehn jahre ansparen müssen.;non_advance
ist das sind das zwei be separate grundstücke?;non_advance
na ungefähr fuffzigtausend  aber das bleibt doch ge jetzt geheim ne?;non_advance
sie könnten auch das geld eventuell aufnehmen bei einer bei der cOsmosversicherung, die könnten sie mal ansprechen;non_advance
tut mir leid sie haben keinen  keinen anspruch, keine möglichkeit;non_advance
naja die einnahmen das heißt also:  der verdienst mit der frau zusammen;non_advance
ein Erststelliges darlehen. das heißt, dass das nur fünfzig prozent vom eigentlichen preis.,vom wert das objektes sind.;non_advance
dann nachher also bei dem bausparvertrag macht zusammen mit der tilgung was sagten sie da nochmal das habe ich mir nicht aufgeschrieben;non_advance
und  bekommt dann eben von der privatversicherung vielleicht den vollen betrag den restbetrag was übrig|bleibt.;non_advance
das kommt drauf an wie hoch das abgeschlossen ist, die privatversicherung.;non_advance
und dann sagten die aber sie müssen uns immer die originale schicken immer die originale der rechnung.;non_advance
ich müsste mir bei der ka ka ha ein pflegevertrag oder  ich weiß nicht wie das  heißt abholen ja?;non_advance
ja und den füllen wir aus beziehungsweise mein vater;non_advance
praktisch das was auf kasse  auf den krankenschein verschrieben wurde  unwirksam und nutzlos ne?;non_advance
wie ist das eigentlich jetzt während der zeit wo in der meine frau also nicht arbeitet  das ist dieses   diese  schonzeit oder wie man das nennen soll.;non_advance
 wieviel würden sie denn bei einem krankenhausaufenthalt im nn- krankenhaus an arztkosten übernehmen wieviel prozent ;non_advance
sie halten sich an dem Wort Gefährdung auf?  an dem halten sie sich auf?;non_advance
"ah universität würzburg ah sch schweinfurt ist ist ein campus schweinfurt ist ein gehört zu der geförderten studienrechtung das ist überhaupt kein problem
";non_advance
die stellen also die stellenangebote werden nur bei vollständigkeit übernommen das heißt ausübungsart ort mit postleitzahl notwendige kriterien und grundsätzlich nicht mehr als fünf kenntnisse und fertigkeiten.;non_advance
"ok, dann haben wir noch paar wahlgrechtsgrundsätze, dann sind wir aber gleich fertig. Die
Wahlrechtsgrundsätze. nein, das wahlrecht";non_advance
prinzipiell sie kennen sie sich ja ein bisschen aus frau babic ist es ja so dass sie eine klassische autofinanzierung haben heutzutage ja blanko machen dass heißt sie haben keine sicherheiten hinterlegt werden müssen.;non_advance
wIr stellen über die deutsche ausgleichsbank, eigenkapital in  zur verfügung. das heißt ein blAnkokredit;non_advance
ich empfehle ihnen dann auch noch zUsätzlich wenn ihnen die pflegeperson  beziehungsweise  die person die also die betreuung übernimmt besteht;non_advance
das ist in der regel nicht das günstigste weil sie hier no:ch relativ  lange, also sieben oder zehn jahre ansparen müssen und in der zeit zinsen zahlen.;non_advance
war das der auf-, war das die ausreise nach deutschland?;non_advance
"in togo haben sie aber auch noch vier kinder,
fünf kinder,
ist eine große familie,
aber in deutschland lebt nur der karl.";non_advance
also, ist, haben sie das alles verstanden?;non_advance
das haben sie mit ihrem anwalt auch besprochen denke ich oder?;non_advance
haben sie wIrklich alles verstanden?;non_advance
sie haben heute ihren termin zur Abgabe ihres einbürgerungsantrags, richtig?;non_advance
 das ist sozusagen ein Kurvertragsarzt den sie dort konsultieren kann in einem der Kasse angeschlossen einer  der der Kasse angeschlossen ist;non_advance
könnte ich die frau birrer haben bitte birrer haben sie gesagt? ;non_advance
ich erwarte dreissigtausend von jemandem ist noch nicht reingekommen, nicht?;non_advance
ich sollte einzahlungsscheine haben und zwar auf das konto  privatkonto es heisst unter kurz erben oder ja erben.;non_advance
und dann muss ich noch irgendwie was draufschreiben, dass es gerade richtig hinkommt oder?;non_advance
schau ich einmal am ersten zehnten haben sie gesagt?;non_advance
ich meine wenn ein wenn so ein problem auftaucht der herr birrer ist mein kontaktperson betreuer kundendienstbetreuer der hätte mich anrufen können weil ich jetzt  diese gerade eurocard die sind absolut nicht flexibel.;non_advance
in dem fall wird das nur noch einmal bezahlt richtig oder?;non_advance
und von wem also von wem kommen die drei rein?;non_advance
wenn ich es am zeh erste zehnte aufgebe. dann erwart ich wenn das nicht geht dann dass jemand mich anruft  und sagt passen sie auf das und das und das.;non_advance
ist jetzt gerade gesagt worden es gebe sehr viele fälschungen von den bahrainischen dinar und wir würden es einfach nur zum inkasso entgegennehmen das heisst, wir würden es zuerst bei uns in den handel schicken um zu prüfen ob die noten gut sind.;non_advance
also sie möchten das in banknoten kaufen welche währung? nein verkaufen verkaufen;non_advance
"und sie hat mir auch etwas geschickt aber das falsche; vom falschen konto";non_advance
und sie hat es mir geschickt vom normalen  lohnkonto und das ist einfach ohne.;non_advance
also sie meinen den zinsausweis oder mit den ste für die steuern;non_advance
super ja jetzt werde ich ihnen einfach mal den basisantrag das ist der antrag den man zur eröffnung braucht zuschicken;non_advance
und ist das das ist ihr original da brauch ich eine kopie von diesem bescheid und von ihrem pass auch eine kopie vom flüchtlingspass;advance
und die cosmos ist unternehmen, das: sogenannte asoaltIlgungsdarlehen vergibt;advance
ich muss den antrag abweisen ja aber ich muss ihn mit der richtigen begründung abweisen das heißt ich brauch die unterlagen damit ich ihnen eine oder sie ziehen ihn zurück wie sie möchten;advance
ich muss nur wenn ich abweise brauche ich den bescheid kopiert ich brauche den pass in kopie weil sonst bekommen sie eine abweisung weil sie nicht gleichgestellt sind das wäre aber falsch;advance
weil sie sind ja gleichgestellt sie brauchen eine abweisung weil sie eben schon ein vielleicht kriegens wo anderes was mit unserer abweisung weiß ich nicht;advance
vielleicht haben sie eine chance an einer anderen stelle dass sie was bekommen;advance
also entweder sie ziehn ihn zurück dann brauch ich die unterlagen nicht oder sie schicken mir das in kopie  also müssen sie dann bringen weil wir müssen das prüfen.;advance
wenn sie es brauchen können sie ja wieder einen antrag stellen;advance
gut dann gebe ich ihnen das alles wieder mit und behalte nur das.;advance
haben sie einen anerkennungsbescheid schon da?;advance
sie müssen auf jeden fall einen neuen antrag stellen;advance
das brauchen wir in kopie und das ist glaube ich ihr original;advance
sozialhilfe vom jahr zweitausendsechzehn bitte also die mindestsicherung dazulegen;advance
"da brauch ich  die einkommensunterlagen von den eltern und das andere ist die überprüfung der zuverdienstgrenze
";advance
also die bestätigung stimmt überhaupt nicht überein mit dem was da  im ha vau be drinnen ist;advance
wir bräuchten einen  nachweis dass wir sehen wie lang sie es bekommen haben sie haben ab september die studienbeihilfe bekommen;advance
wir müssen wissen welches einkommen hatten sie von september bis dezember;advance
wir prüfen genau das einkommen dass sie parallel zur studienbeihilfe hatten;advance
sind das alles kopien, kann ich das da lassen oder brauchen sie das?;advance
ich mache ein protokoll dass wir gesprochen haben und da lege ich die unterlagen dazu;advance
das letzte mal haben sie uns einkommensunterlagen von den eltern vorgelegt;advance
es ist nicht so einfach das zu bekommen aber es ist auch die währung in syrien ist ist nicht eigentlich zu euro;advance
es hat ja auch letztes jahr keine auswirkung sie haben ja auch die höchste beihilfe bekommen;advance
"
bitte organisieren sie uns das wieder so wie letztes jahr
 

";advance
sobald uns die das übermitteln kriegen sie die dreihundertdreiundsechzig euro ausbezahlt;advance
 wir brauchen das verstehen sie es ist gibt gewisse vorschriften und die müssen wir einfach erfüllen ja;advance
zehntausend euro dürfen sie im jahr dazuverdienen das wird nicht so viel gewesen sein;advance
haben sie noch geschwister für die sie unterhalt leisten müssen?;advance
okay, dann können sie da auch ausfüllen;advance
okay, das müssen sie sie dann auch  nachweisen ;advance
 sie können dazuschreiben  bindestrich syrien dann kennt sich die kollegin aus dass sie das dort gemacht haben;advance
da müssten sie angeben wie viel sie verdienen werden;advance
im prinzip können sie diese sachen vorne abgeben;advance
sie müssen uns bitte auch vorlegen den pass und die asylbescheinigung im or kopie plus original das müssen sie vorlegen;advance
"und irgendwie  war  mein erster gedanke ob das daran liegt weil man quasi ja mit andere personen zusammenarbeitet und deswegn andere aufgaben entstehen 
";advance
sie korrigieren mich gleich wenn ich da so falsche sachen raushöre oder so;advance
insgesamt haben wir vier stunden zeit  welches dieser beiden anliegen würden sie denn priorisieren?;advance
"manches dauert dann länger als gedacht also so die zeiteinschätzung  wie planen sie denn ihre woche?
";advance
"kennen sie eigentlich so methoden das zeitmanagements wie eisenhower matrix und  alpen methode zur tagesplanung?
";advance
sie haben jede menge ressourcen zur verfügung damit ihnen das gelingen kann.;advance
 dürfte ich vielleicht  während dem bewerbungscheck ein bisschen mitschreiben;advance
sagen sie mir ihren vornamen bitte noch.;advance
ja wir wollen bauen und da hätte ich so ein paar fragen zur baufinanzierung;advance
ich habe da so ein paar fragen: wir sollen jetzt von unseren eltern das haus kriegen und da müsste aber umgebaut werden, so ein paar räumlichkeiten;advance
nein, sie können natürlich kaufen oder finanzieren ohne irgendwelche bausparverträge;advance
da haben sie sie dann folgende möglichkeiten für die finanzierung zum einen gibt es für die modernisierung die sogenannten ka ef wE fördermittel.;advance
bankkredite kosten derzeit achteinhalb ist also erheblich günstiger.;advance
hier könnte man folgendes machen bekommen sie vermögenswirksame leistung?;advance
guten tag,  welche fördermöglichkeiten bietet das land das ist eigentlich die frage die ich habe.;advance
"ich habe eigenlich architektur studiert darf ich  ueine ausweis geben bitte
";advance
Also sie möchten Ihre hundert Stunden haben, haben Sie schon eine Schule gefunden?;advance
Also ich versuche es jetzt ihnen zu erklären: Sie haben die Möglichkeit 300 Stunden zu bekommen.;advance
Ich erkläre Ihnen damit Sie wissen was Sie verlieren werden wenn Sie sich für Alpha Kurs entscheiden.;advance
Ich muss Ihnen leider nicht so gute Information geben. Wenn man selber schon achtzehn Jahre alt ist und volljährig ist, gibt es keine möglichkeit ein Visum für die Mutter zu bekommen.;advance
Und Sie hatten früher auch ein Asylverfahren denn auch durchlaufen?;advance
Was hat Ihr Anwalt gesagt zum heiraten?;advance
Ich würde die beiden Ausweise einmal mitnehmen weil die kennt sich damit besser aus als ich.;advance
ich muss meine Kollegin fragen was Sie brauchen dafür̀ und was ist überhaupt möglich.;advance
Ich habe alleine trainiert seit drei Jahren ich bin nicht zum Deutschkurs gegangen.;advance
Sie hat keinen Anspruch laut Gesetz kann sie nur nach Hamburg kommen wenn hier ein Ehemann ist.;advance
Jetzt möchten wir mal wissen~ was wäre für uns die günstigste variante jetzt beim bauen.;advance
ja es gibt kein idealrezept muss ich ihn erst sagen. immer die persönlichen verhältnisse spielen eine große rolle.;advance
das muss ich wissen, ich ich muss sie dann nämlich  zur richtigen zuständigen stelle schicken;advance
die zuständige stelle für den X-kreis ist das landratsamt x-kreis.;advance
das wird dann durchgerechnet und (da) kriegen sie vierzehn tage später bescheid;advance
das kann ich so nicht sagen da müssen sie erst mit ihrem einkommen mal kommen.;advance
das] kann man jetzt so am telefon nicht sagen, ohne die einkommen zu  sehn;advance
warten sie da gebe ich sie weiter an unseren experten.;advance
kann ich ihnen im detail so nicht sagen man müsste das jetzt nachlesen, da kann ich im moment nur sagen dass sie da vielleicht mit einem steuerberater darüber sprechen sollten;advance
und wir würden mit diesem neuen sachen besser zu rande kommen, weil mein mann arbeitslos ist.;advance
wobei das muss man natürlich auch bedenken, das ist ja Auch eine sache wo man steuern sparen kann;advance
ja das ist im prinzip genau der richtige weg dass man also vorher guckt was hat man im portmonaise sozusagen;advance
das können sie also auch dort zu der x-straße vierunddreißig hier in x-stadt schicken und dann kann man gucken inwieweit man das auf schriftlichem wege machen kann.;advance
so habe ich es mir schon fast gedacht dass sie mir jetzt hier nicht am telefon sagen;advance
wie viele personen leben im haushalt?;advance
dann müssten sie also sicherlich rechnen zirka fünfzehnhundert mark für die beiden erwachsenen, und dreihundert mark für jedes kind also zweitausendeinhundert mark die verbleiben.;advance
wir haben ungefähr jeder drei zweitausend mark also viertausend.;advance
 dann müsste man das dann durchrechnen und sich genau angucken.;advance
aber ich sag mal so pauschal hatt ich mir das auch schon genauso an und für sich gedacht.;advance
hier ist B aus x-stadt, ich rufe an wegen der eigenheimfinanzierung;advance
also die fördermittel für neunzehnhundertfünfundneunzig sind so gut wie vergriffen;advance
dann kann ich ihnen nur sagen nehmen sie guten rat an.;advance
bei uns ist das nämlich jetzt so dass wir uns innerhalb von vier wochen eine bank suchen müssen;advance
dann müsste man noch überlegen welche sicherheitsschiene man zUsätzlich bringen kann;advance
dann kann nachher also ein irgend jemand ihnen die sachen streitig machen, also das ist eine schlimme sache;advance
und wir werden jetzt gedrängt weil das wohl innerhalb bis zum jahresende dann auch über die bühne gelaufen sein;advance
und wie gesagt wir sind da gErne nachher auch bereit sie zu unterstützen;advance
in der zeitung wird dann also noch bekannt gegeben weil ich die sprEchzeiten von hier also nicht im kopf habe.;advance
die wohnungsbauförderung gilt wohl nur für neunzehnhundertfünfundneunzig;advance
An sich werde ich Ihnen schon mal sagen, das ist oke, dass Sie den Antrag gestellt haben aber Sie werden mit Sicherheit keine Erlaubnis kriegen.;advance
  ich habe was für dich das würde ich dir gerne mal zeigen wollen ganz neu reingekommen.;advance
ja muskelverhärtung oder so deswegen kann ich mich gar nicht so ganz rund bewegen;advance
"ich frag ihn dann auch noch wie ich das am besten auf hemden auftröpfel
";advance
Brauchst du auch einen Tipp?;advance
zum vergleich zum mit so einem klaren  was was ähnlich dem wär (aber) doch ein bisschen anders noch man zum vergleich;advance
ens zwei drei vier fünf sechs sieben acht neun zehn sie haben bereits zehn semester achitektur absolviert;advance
und jedes inskribierte semester zählt jetzt ist es so  wenn man ein studium später als nach dem zweiten semester wechselt dann ist es ein verspäteter studienwechsel;advance
"zusätzlich auch die altersgrenze schon überschritten 
";advance
ich würde ihnen raten schauen sid mal die ö ha hat ein sozialreferat;advance
 ist das das ist ihr original da brauch ich eine kopie;advance
"sie sind jetzt schon im masterstudium?
";advance
es ist grundsätzlich so wenn sie ihr bachelor studium davor haben sie noch nie studiert;advance
haben sie das abgeschlossen im iran?;advance
jetzt haben sie im iran ein masterstudium schon gemacht;advance
das ist unser problem deshalb frage ich wegen vorstudium;advance
dann brauche ich die unterlagen nicht noch;advance
in der pauschale wären ja die kosten für dohlen und klärgebühren mitenthalten.;advance
ja  also wenn sie eben nur wegen das heizöls oder wegen dem heizöl da Irgendwelche bedenken haben dann wurde Ich doch sie mal fragen welcher betrag von diesen zwanzig mark auf heizöl entfällt.;advance
sechzig quadratmeter na da kann man an und für sich zu der miete von hundert mark nichts sagen.;advance
"sie kann selbstverständlich mit ihnen eine neue
vereinbarung eingehen
wenn sie zweifel daran
haben dass also tatsächlich sechshundert mark
für die gesamten kosten die hier aufgeführt sind
ja 
also nicht bloß fürs öl.";advance
und wann ist das erbaut worden, wissen sie nicht?;advance
das heizöl hat sich in der zwischenzeit sehr verteuert;advance
Und deshalb gibts diese neue Regelung auch̀ wenn man so einen Ausweis bekommt, muss man drei Jahren in dieser Stadt leben, wo man den Ausweis bekommen hat.;advance
 mittwoch war der erste termin da waren glaub ich insgesamt drei oder vier person da;advance
helfen sie mir kurz auf die sprünge welcher tätigkeitsbereich war das?;advance
wenn wir jetzt diese fünf haben wie sieht es  mit denen aus war wenigstens da was passendes bei oder was?;advance
und ich sah mal die leute die auch hier waren die haben auch ihr interesse der mitarbeit bekundet also insofern sag ich mal war das alles okay ;advance
ich sag jetzt mal also insgesamt waren das dann vielleicht fünfunzwanzig prozent die überhaupt gekommen sind;advance
die würden dann auch alle  an dieser maßnahme an der weiterbildung teilnehmen wollen;advance
 wir müssen jetzt nur noch mal prüfen wer ist wieder  wirklich ausbildungswürdig und ausbildungsfähig;advance
da sind wir grade dabei das zu prüfen aber soweit ich das jetzt mitbekommen habe sieht das alles sehr gut aus.;advance
 sind die schon zu uns geschickt worden um zu überprüfen ob die ein bildungsgutschein auch dafür bekomm können?;advance
 da werde ich auch noch mal auf sie zukommen und zwar dann im neuen jahr.;advance
ich sag mal das ist für uns kein problem dann mieten wir dort einen konferenzraum an und dann werden dort die interviews geführt;advance
dann haben wir die möglichkeit sie beim kunden in ein praktikum zu geben und dann ist die  möglichkeit der einstellung durch uns sehr gut;advance
ich lege mir die wiedervorlage für die erste kalenderwoche;advance
"nachdem sie selber den produktwunsch geäußert haben nehm ich an sie wissen wie sie es einnehmen
 
";advance
sie können auch verhindern dass es verklebt wenn sie einfach ne desinfiziernde salbe jodsalbe oder so draufmachen bevor sie ein normales pflaster draufmachen  oder eine panthenolsalbe;advance
ich habe diesen normalen hansaplascht draufgemacht und die sind dann mit der wunde verklebt;advance
 ja also nicht bloß dünn einschmiern sondern richtig_n ordentlichen klecks (.)un dann verklebt ihnen das auch nicht mit der wunde;advance
und mal checken ob der wundstarrkrampf die impfung noch aktuell ist;advance
ich brauch was vom für meine rosen  da rollen sich die blätter so zusammen;advance
ja, wenn es geht am besten das einfachste ist einfach nur rausschneiden;advance
"da nehmen sie das das  systemisch wirkendes gift das geht auch durch das blatt durch und erreicht halt auch das insekt was dahinterliecht
";advance
"und dann sprühen sie das rein ganz genau
";advance
ich suche was was im kübel bleiben kann;advance
je nachdem nach flanze die wachsen alle n bisschen unterschiedlich auch eventuell en bisschen buschiger oder ein bisschen höher auch  wäre was so für den sonne bis halbschatten;advance
"Sie sollte nicht so ganz in der vollen Mittagssonne stehen,
weil sonst die Spitzen sehr gerne schon einmal eintrocknen,
wenn es jetzt extrem heiß ist.";advance
"Und was Sie wunderbar zurückschneiden können, wenn es wirklich einmal zu groß geworden ist:
Er sollte sonnig bis halbschattig stehen.
Wenn es zu viel Schatten gibt, verliert er die Färbung.";advance
"Nein, das ist bei uns manchmal einfach so,
weil wir Sachen hin- und herschieben.
Deshalb werden die eben oft ein bisschen hier befestigt,
damit nichts abbricht oder beschädigt wird.";advance
 kenn ich noch nicht kannst du mir was dazu erzählen?;advance
"Die erkennst du an dem Label hinten auf dem Rücken.
Und das ist halt eigentlich eines der ersten veganen Kollektive, die T-Shirts selbst gestaltet und hergestellt haben.
";advance
"jetzt habe ich aber das problem dass ich die größe von meinem bruder nicht kenne, er ist ungefähr ein stück größer als du und viel schmaler
";advance
deswegen wäre es vielleicht am besten wir suchen von dem motiv einfach ma alle raus;advance
"dann würd ich einfach mal gucken ob wir das noch vorrätig haben
";advance
"wenn dein bruder sehr schmal ist schätz ich mal dann  ist es vor allem wichtig dass du  einschätzt ob des ihm in der länge reicht
";advance
also wahrscheinlich wär es für ihn schon besser ein tailliertes in einer sehr großen größe zu haben aber dies ist gerade nicht vorrätig.;advance
das ist ja unsinnig wenn sie also dort hinziehen und dann hier ein konto hier in pinefur führen.;advance
wir haben von den banken die konditionen das ist kein problem dass man sich da mal anschaut.;advance
das bezieht sich also auf tarif drei mit der niedrigsten rate und würde ich immer empfehlen denn wenn sie wollen können sie ja zu jeder zeit mehr zahlen.;advance
an unterlagen bedienen sie sich da nochmal, ne.;advance
die rückzahlung für den bausparvertrag wäre dann  fünfzehn jahre;advance
wir haben es mal ganz genau durchgerechnet im vergleich mit anderen bausparkassen   ;advance
gehn wir mal so davon aus 3l also erstmal und sie haben dreißig tausend  jetzt zur verfügung;advance
ich bräuchte zusätzlich zu dem was  da sonst so aus der familie zur verfügung s t e ht wohl ungefähr hundert fünfzigtausend mark;advance
